cluster_id,capacity_mw,constructed_before,constructed_after,latitude,longitude,country
10,0.8457889833483506,2023-03-22 08:16:58.363 +00,2022-09-18 08:17:01.53 +00,-24.8473127723625,30.328769459568186,South Africa
10001,56.52230022087577,2019-12-30 00:00:00 +00,2018-11-10 00:00:00 +00,-29.239518886687268,18.88955850809784,South Africa
100012,0.8343819028706394,2024-03-16 08:19:21.494 +00,2023-10-18 08:19:20.883 +00,-33.032073781072846,27.832163594859708,South Africa
100021,1.835874247591751,2020-12-29 00:00:00 +00,2019-11-10 00:00:00 +00,17.807082603312338,78.43528789259531,India
100031,0.4283854748147065,2019-12-30 05:26:12.743 +00,2018-03-20 05:17:39.86 +00,9.816679210137774,77.24035486162913,India
100053,66.14676809858133,2024-03-26 05:33:48.35 +00,2023-11-12 05:33:46.24 +00,18.631525595054253,77.24560859330296,India
100074,1.3130678404933915,2020-12-19 00:00:00 +00,2019-03-10 00:00:00 +00,-22.019649195813784,-42.99721472104096,Brazil
100075,4.056952177118926,2023-06-04 12:56:52.32 +00,2023-02-04 12:56:47.413 +00,-16.616014377312005,-40.57884442107554,Brazil
100079,4.024610901552865,2020-12-13 00:00:00 +00,2019-11-19 00:00:00 +00,11.505996541582602,108.86636148802124,Vietnam
100083,5.757548635526673,2024-12-30 06:02:43.287 +00,2024-07-18 06:02:42.591 +00,22.802018968923647,71.2690863498225,India
100098,11.186439244956867,2023-06-29 00:00:00 +00,2023-01-02 00:00:00 +00,-2.0638397817908447,-47.55431679432458,Brazil
10012,30.659231817311174,2018-12-20 00:00:00 +00,2017-03-25 00:00:00 +00,12.166056859519967,77.36850646984078,India
100135,0.9805881570085832,2022-12-29 00:00:00 +00,2021-02-12 00:00:00 +00,10.727984530004267,77.49056211032863,India
100149,0.6333408230373767,2020-11-18 03:24:44.632 +00,2019-02-27 03:24:37 +00,11.809951808694866,108.22073550163292,Vietnam
10015,129.97804258740587,2017-12-27 00:00:00 +00,,-4.977109024735079,-36.91091980376592,Brazil
100162,5.661502933343577,2024-12-25 06:01:21.659 +00,2024-07-15 05:51:28.881 +00,27.68710672780081,73.23633541135078,India
100208,5.309997311801132,2023-12-19 00:00:00 +00,2023-07-07 00:00:00 +00,-18.23512124822285,-43.66501593458233,Brazil
100230,3.378181334011104,2023-08-06 00:00:00 +00,2023-04-13 00:00:00 +00,-22.83497086161797,-43.74906127466716,Brazil
100243,5.607106403013872,2021-12-26 03:35:28.045 +00,2020-01-26 03:35:19.671 +00,9.645599226343784,106.16007487775389,Vietnam
100259,0.5432823868933728,2022-12-28 05:50:54.651 +00,2021-11-25 05:41:06.832 +00,28.754224047934844,76.94595927044587,India
100271,1.1443877886145897,2024-03-30 05:15:12.56 +00,2023-10-07 05:15:13.41 +00,13.124149753679651,80.23827430867212,India
100274,3.2827012563894624,2024-06-29 00:00:00 +00,2024-01-16 00:00:00 +00,-14.71144425850351,-56.35128046340882,Brazil
100284,1.2127759710438637,2021-08-20 00:00:00 +00,2020-01-23 00:00:00 +00,13.9689768591423,108.57740477007955,Vietnam
100287,1.7678967208691905,2017-12-26 00:00:00 +00,,18.482683507311084,74.21352579165814,India
100308,0.903377893035597,2021-12-06 03:34:56.408 +00,2020-02-25 03:34:52.203 +00,11.387441801312562,106.82278548340952,Vietnam
100310,0.6732771795981993,2025-03-23 06:13:10.586 +00,,22.439091403621287,70.06353359570979,India
100324,1.2438259153907243,2023-03-26 12:57:30.536 +00,2022-04-20 12:57:36.573 +00,-19.534644487704377,-39.972896537782965,Brazil
100333,1.3321320454812602,2023-12-26 00:00:00 +00,2023-07-14 00:00:00 +00,-29.882041468280825,-55.60779083401349,Brazil
100344,2.175633174439495,2022-12-30 00:00:00 +00,2021-10-31 00:00:00 +00,18.18764041576077,74.61702003928059,India
100361,1.11667810340148,2023-09-17 00:00:00 +00,2023-04-25 00:00:00 +00,20.986655792066017,82.23753078672354,India
1004,1.2557767081486109,2021-12-21 00:00:00 +00,2020-12-01 00:00:00 +00,21.931994571962186,70.61535452184948,India
100404,6.4577408205707165,2024-03-14 00:00:00 +00,2023-10-11 00:00:00 +00,-23.36479213771737,-47.39389326253998,Brazil
10042,0.9859431026290136,2017-12-18 00:00:00 +00,,-22.776959510174976,-47.0082051333867,Brazil
100421,8.01556321614222,2023-12-17 00:00:00 +00,2023-08-12 00:00:00 +00,26.91779409627735,78.30284765550773,India
100425,2.442853172692108,2021-12-06 00:00:00 +00,2020-02-25 00:00:00 +00,11.50561419107221,106.78517090048986,Vietnam
100430,0.622362025964892,2022-12-16 12:54:24.007 +00,2021-09-07 12:54:21.045 +00,-8.670798101832755,-36.33433834221862,Brazil
100434,1.0470499039679315,2021-11-29 00:00:00 +00,2020-09-08 00:00:00 +00,-32.91771776872219,27.984901743469635,South Africa
100441,1.117732863114644,2025-03-23 06:13:10.586 +00,,12.975653621269371,76.87768932054618,India
100447,2.7758895359112667,2021-12-30 00:00:00 +00,2020-12-03 00:00:00 +00,-29.55095436328737,24.00220154863605,South Africa
100449,3.4520946111025963,2017-12-29 00:00:00 +00,,20.13432549163481,72.98480398237116,India
100483,0.7907242361821808,2024-03-30 06:03:14.223 +00,2023-11-16 06:03:13.933501 +00,21.351915030388536,70.86932570877852,India
100489,6.908187949608974,2018-12-30 00:00:00 +00,2017-04-24 00:00:00 +00,15.686390629848994,78.463685848495,India
100533,4.849354356730337,2018-12-29 00:00:00 +00,2017-10-07 00:00:00 +00,29.44431970825612,76.86287650714385,India
100538,0.3975905606184136,2023-12-28 05:53:24.725 +00,2023-08-25 05:53:31.716 +00,20.26304494501422,72.85616298874342,India
100550,0.4234158470823654,2025-03-23 06:13:10.586 +00,,23.178692129634257,77.42790411431874,India
100567,0.937955209472874,2018-12-27 00:00:00 +00,2017-10-23 00:00:00 +00,13.66787487905409,80.2241553580131,India
100572,2.028259068758826,2025-03-23 06:13:10.586 +00,,21.1882662513208,72.73677841991372,India
100597,5.483091339231581,2023-03-26 00:00:00 +00,2022-11-09 00:00:00 +00,-22.499343891200787,-54.85408607792112,Brazil
100603,1.97074287636139,2024-02-12 00:00:00 +00,2023-11-14 00:00:00 +00,27.29865687631679,94.50321015266154,India
100607,0.9868406849679656,2020-10-05 05:26:09.373 +00,2019-03-30 05:26:05 +00,10.541237818516462,77.41370660610994,India
100613,1.2396841535380936,2025-03-23 06:13:10.586 +00,,29.838727497886254,78.12565522311826,India
100615,2.547415409045388,2023-06-09 00:00:00 +00,2023-02-24 00:00:00 +00,22.303718120826524,71.2286247335314,India
100629,1.53074682973396,2023-06-22 00:00:00 +00,2023-01-28 00:00:00 +00,-22.03342436497005,-42.7504202384652,Brazil
10063,43.78910159013606,2017-12-28 00:00:00 +00,,16.1332603843312,77.55695156877493,India
100640,13.815235056770971,2024-03-28 05:26:29.309 +00,2023-10-05 05:26:29.002 +00,8.815011161517962,78.04102599505306,India
100663,1.3201116723257365,2020-11-18 03:24:44.632 +00,2019-02-27 03:24:37 +00,12.34544137354245,108.205052103472,Vietnam
100686,0.50761133713851,2023-12-26 08:48:20.719 +00,2023-07-31 08:38:36.717 +00,-29.60928657672824,22.869746892322617,South Africa
10069,0.604207053507846,2025-03-23 06:13:10.586 +00,,-26.232235000000003,28.113766666666663,South Africa
100704,4.030511098671424,2024-03-12 00:00:00 +00,2023-10-14 00:00:00 +00,-20.50834326452804,-49.08927044807741,Brazil
100716,1.0260879063115516,2024-03-30 05:14:28.967 +00,2023-10-12 05:14:31.301 +00,16.195512198023835,80.3247304255651,India
100738,36.45794604319016,2024-03-29 00:00:00 +00,2023-10-08 00:00:00 +00,15.559800105183422,75.9174453351007,India
100749,51.66661584944863,2025-03-22 05:51:39.839 +00,2024-12-12 05:51:17.609 +00,28.144947523227035,72.88536649913273,India
100753,3.275309634899087,2025-03-23 06:13:10.586 +00,,-13.96229441909384,-57.10739947955023,Brazil
100764,0.9960036146205304,2024-06-22 13:30:38.903 +00,2024-03-07 13:40:26.239 +00,-29.72349923595388,-51.50562522185029,Brazil
100776,0.3891942608798926,2023-06-05 04:41:11.43 +00,2023-01-21 04:41:02.322 +00,26.83169974195716,92.30413557162636,India
100820,0.5683053492837596,2017-12-28 00:00:00 +00,,26.891010762025346,79.83093583385603,India
100838,5.802197045929256,2023-06-09 06:02:28.32 +00,2023-02-26 05:52:29.806 +00,23.514619332804795,72.16003040673084,India
100840,3.842631144857087,2022-10-28 00:00:00 +00,2021-09-28 00:00:00 +00,-16.264632168476073,-44.40490953972876,Brazil
100866,3.5737289534886147,2025-03-23 06:13:10.586 +00,,11.005822456245784,106.85902864480262,Vietnam
100903,1.803896349278081,2022-10-16 00:00:00 +00,2021-09-01 00:00:00 +00,-17.2668635415379,-46.87631174698969,Brazil
100910,2.593177603819011,2024-08-22 00:00:00 +00,2024-04-06 00:00:00 +00,-25.78045934323383,-53.51741863561588,Brazil
100916,1.432343155612573,2021-12-16 12:53:50.932 +00,2020-06-14 12:53:59.651 +00,-7.592342495621866,-34.84708472397131,Brazil
100930,0.6861709394775786,2025-03-23 06:13:10.586 +00,,11.243100952440368,105.93233594942087,Vietnam
100945,2.6059519101606803,2023-12-20 05:40:28.678 +00,2023-07-01 05:50:26.824 +00,30.81974018816125,76.00369880991563,India
100956,9.057649662914685,2025-03-22 13:45:01.179 +00,2024-10-01 13:44:51.966 +00,-8.721510436687705,-50.04976499704902,Brazil
100981,1.0646982620495724,2025-03-23 06:13:10.586 +00,,9.562755751478186,105.95697154374176,Vietnam
101002,8.090647863822197,2023-12-28 13:37:53.366 +00,2023-07-24 13:47:53.514 +00,-19.67461795194072,-51.29070449358852,Brazil
101020,3.505913323120441,2024-03-23 05:22:43.729 +00,2023-11-04 05:22:46.078 +00,22.048563803446086,80.72147124281604,India
101065,1.632863012691183,2021-12-11 00:00:00 +00,2020-01-18 00:00:00 +00,14.723871307164549,107.65578852562976,Vietnam
101068,0.8201465265337062,2025-03-23 06:13:10.586 +00,,-13.852994019210428,-43.2663212813226,Brazil
101130,3.5969146857522247,2020-10-06 00:00:00 +00,2019-10-02 00:00:00 +00,-17.5638012205326,-46.84504367135101,Brazil
101163,0.7226202243940157,2024-03-19 00:00:00 +00,2023-10-03 00:00:00 +00,-22.53511970513465,-47.8031034160715,Brazil
101171,3.2727552284954338,2024-03-13 13:58:34.415 +00,2023-10-07 13:48:41.932 +00,-22.103058460415195,-54.62813528847513,Brazil
101191,3.5929311510027944,2024-06-28 00:00:00 +00,2024-01-05 00:00:00 +00,-8.685304196514142,-36.27848298645743,Brazil
101228,4.585419886459382,2024-06-24 00:00:00 +00,2024-01-06 00:00:00 +00,-21.575387427265056,-45.074273982131984,Brazil
101264,1.3294621357913687,2022-11-17 00:00:00 +00,2021-07-30 00:00:00 +00,-14.705777904851482,-55.69202372171076,Brazil
10127,3.2779347795745872,2021-05-02 00:00:00 +00,2020-03-18 00:00:00 +00,12.71565134448325,107.9728709930617,Vietnam
101316,0.6015116368303765,2020-12-10 08:27:03.834 +00,2019-11-06 08:27:06.365 +00,-24.5833549862543,27.261474604811,South Africa
101340,3.2153473238803474,2021-12-11 03:33:51.419 +00,2020-01-18 03:23:54.462 +00,14.691054251991265,107.65248250524544,Vietnam
10136,101.74992501178966,2017-12-28 00:00:00 +00,,18.38175988612641,78.25582822112634,India
101362,0.8321443718836639,2023-03-11 00:00:00 +00,2022-06-24 00:00:00 +00,-1.1343943454563696,-46.9441693038603,Brazil
101364,2.6794634760085536,2025-03-23 06:13:10.586 +00,,13.226854212003255,77.25919518494779,India
10139,12.383831981485756,2023-12-23 00:00:00 +00,,28.13693036272438,72.96686998762877,India
101401,0.6115925718778051,2018-12-30 05:24:01.1 +00,2017-11-10 05:23:56.6 +00,17.755540073201377,78.64942035188841,India
101403,1.49147765632521,2023-03-26 06:02:58.533 +00,2022-12-01 06:02:58.475 +00,21.97721549020605,70.34713896702513,India
101404,260.79698828636674,2024-12-30 08:49:36.56 +00,2024-07-23 08:49:37.749 +00,-32.957988644551016,19.943793414687885,South Africa
101429,0.7054598561633545,2023-03-01 14:35:27.432 +00,2022-09-02 14:35:27.979 +00,-9.98512901181773,-63.02739145741888,Brazil
101430,10.405810800772947,2024-12-29 13:25:55.69 +00,2024-08-21 13:25:54.254 +00,-12.694509835206013,-45.1561346192868,Brazil
101454,6.07729203416776,2021-12-06 00:00:00 +00,2020-02-20 00:00:00 +00,10.28103710628216,104.81903443646252,Vietnam
101473,3.153866599300668,2021-08-25 00:00:00 +00,2020-03-28 00:00:00 +00,14.051870317783225,108.98319715575836,Vietnam
101495,2.4577493016997907,2022-12-28 00:00:00 +00,2021-11-03 00:00:00 +00,21.52382025284717,73.06757514204777,India
101503,1.8250728093273336,2024-03-22 05:51:23.901 +00,2023-12-08 05:51:17.887 +00,27.85254002278429,74.17533444649816,India
101507,13.109354450362648,2024-09-23 05:52:33.821 +00,2024-05-09 06:02:30.26 +00,23.866003480180808,71.69138284273306,India
101512,0.5001459508159875,2022-12-07 08:17:32.994 +00,2021-10-18 08:17:41.788 +00,-26.31528263509522,28.12758111492036,South Africa
101540,3.075065858856752,2022-12-29 05:22:53.347 +00,2021-11-24 05:22:50.339 +00,21.54613263311686,81.95864843363263,India
101543,1.343868863450287,2023-12-28 05:51:42.025 +00,2023-07-01 05:51:49.497 +00,27.01851948665561,72.67418326250741,India
101551,0.5388990417393201,2025-03-23 06:13:10.586 +00,,10.884717300615728,106.73402886361036,Vietnam
101554,8.263256740834546,2024-11-23 13:03:17.794 +00,2024-07-16 13:03:20.091 +00,-3.662051928739493,-38.94161978263881,Brazil
101578,0.4709020439429872,2023-03-26 13:47:24.884 +00,2022-09-17 13:47:23.87 +00,-17.576021381208967,-52.53892790281007,Brazil
101579,0.4584689257890372,2021-11-08 03:25:04.742 +00,2020-08-25 03:24:59.632 +00,10.977905049789475,107.87035538891784,Vietnam
10162,2.8387916819980075,2022-12-23 13:37:59.492 +00,2021-09-24 13:38:03.62 +00,-20.41197271312293,-49.41603300147123,Brazil
101622,0.357558247416837,2023-12-27 13:18:42.825 +00,2023-08-07 13:28:46.13 +00,-23.05989704077404,-47.030770353541605,Brazil
101630,1.812755096601412,2020-12-26 00:00:00 +00,2019-11-17 00:00:00 +00,23.134352353044736,69.99778805688628,India
101646,0.8311091285839037,2025-03-23 06:13:10.586 +00,,23.604847933975016,72.62773361110024,India
101698,25.892872823215697,2024-06-09 05:31:45.106 +00,2024-02-17 05:21:43.051 +00,25.63412504723481,80.70545035064144,India
101699,1.870381046280744,2021-12-19 00:00:00 +00,2020-03-09 00:00:00 +00,19.961228415470533,105.70655010563075,Vietnam
1017,87.96022106853269,2020-12-28 00:00:00 +00,2019-10-17 00:00:00 +00,-25.574227178088048,26.06760547362121,South Africa
101706,3.425635015061385,2024-09-26 13:47:00.339 +00,2024-05-31 13:37:08.767 +00,-16.560931971317633,-50.31773559193656,Brazil
